nombre_empresa;pais;opera_otrospaises;sector_empresa;numero_empleados;infraestructura_critica;activos_criticos;pilares_prioritarios;actor_amenaza;incidente_sufrido;pilar_critico;sistemas_operativos;despliegue_sistemas;centros_datos;segmentacion_red;vpn;firewall;monitorizacion_red;balanceadores;antiphishing;edr;actualizaciones;frecuencia_actualizaciones;autenticacion;politica_contraseñas;iam;revocacion;backups;evento_amenaza
TranspoSol_ESL166;Eslovaquia;Sí;Transporte;Menos de 50;Sí;Sistemas de Control Industrial (ICS/SCADA), Redes de comunicaciones, Infraestructura TIC (Hardware);Disponibilidad, Integridad, Confidencialidad;Empleado con privilegios (interno, intencionado);Ataques contra la disponibilidad;Disponibilidad;Windows XP;Híbrido;2;No;Sí, obligatoria;Sí;Sí, de forma continua;Sí;Sí;Sí, EDR;Sí;Con frecuencia;Todos los accesos;Sí, obligatoria;Azure AD / Okta / LDAP;Sí;Diarias;Ransomware
MinisterioSol_ALE167;Alemania;Sí;Administración pública;Menos de 50;Sí;Datos / Información sensible, Aplicaciones informáticas (Software);Confidencialidad, Disponibilidad, Integridad;Cibercriminal (externo, intencionado);Ataques contra la confidencialidad;Confidencialidad;macOS 15;Local (On-premise);2;Sí, completa;Sí, obligatoria;Sí;Sí, de forma continua;Sí;Sí;Sí, EDR;Sí;Con frecuencia;Todos los accesos;Sí, obligatoria;Azure AD / Okta / LDAP;Sí;Diarias;Ransomware
WaterPriceSol_RUM168;Rumanía;Sí;Agua potable;50 - 1000;Sí;Redes de comunicaciones, Sistemas de Control Industrial (ICS/SCADA);Disponibilidad, Integridad, Confidencialidad;Factor meteorológico adverso (externo, accidental);Ataques contra la disponibilidad;Disponibilidad;Windows 11;Híbrido;2;Sí, completa;Sí, obligatoria;Sí;Sí, de forma continua;Sí;Sí;Sí, EDR;Sí;Con frecuencia;Todos los accesos;Sí, obligatoria;Azure AD / Okta / LDAP;Sí;Diarias;Ransomware
MinisterioAgriculturaSol_CHI169;Chipre;Sí;Administración pública;Menos de 50;Sí;Sistemas de Control Industrial (ICS/SCADA), Aplicaciones informáticas (Software);Disponibilidad, Confidencialidad, Integridad;Cibercriminal (externo, intencionado);Ataques contra la disponibilidad;Disponibilidad;Windows 10;Local (On-premise);2;No;No;Sí;Sí, parcialmente;Sí;Sí;No;Sí;Con frecuencia;Solo sistemas críticos;Sí, obligatoria;Solución propia;Sí;Semanales;Ransomware
BancaGestiones_ALE170;Alemania;Sí;Banca / Finanzas;50 - 1000;Sí;Redes de comunicaciones, Aplicaciones informáticas (Software), Sistemas de Control Industrial (ICS/SCADA);Disponibilidad, Confidencialidad, Integridad;Factor meteorológico adverso (externo, accidental);Ataques contra la disponibilidad;Disponibilidad;Fedora 42;Híbrido;Más de 2;No;Sí, obligatoria;Sí;Sí, de forma continua;Sí;Sí;Sí, EDR;Sí;Con frecuencia;Todos los accesos;Sí, obligatoria;Azure AD / Okta / LDAP;Sí;Diarias;Ransomware
ComercioGestiones_EST171;Estonia;Sí;Comercio minorista;50 - 1000;No;Aplicaciones informáticas (Software), Servicios en la nube, Redes de comunicaciones;Disponibilidad, Confidencialidad, Integridad;Factor meteorológico adverso (externo, accidental);Ataques contra la disponibilidad;Disponibilidad;macOS 15;Local (On-premise);1;Parcial;No;No;No;No;Sí;Solo antivirus básico;No;Más de un mes;No;Sí, obligatoria;Ninguna;No;No aplican;Ransomware
EduClassSoluciones_IRL172;Irlanda;No;Educación;Más de 1000;No;Servicios en la nube, Aplicaciones informáticas (Software);Disponibilidad, Confidencialidad, Integridad;Factor meteorológico adverso (externo, accidental);Ataques contra la disponibilidad;Disponibilidad;macOS 13;Nube privada;1;No;Sí, obligatoria;Sí;Sí, parcialmente;Sí;Sí;No;No;No se revisa si existen nuevas actualizaciones;Solo sistemas críticos;Sí, obligatoria;Ninguna;Sí;No aplican;Ransomware
HidroSol_AUS173;Austria;Sí;Energía;50 - 1000;Sí;Redes de comunicaciones, Infraestructura TIC (Hardware), Sistemas de Control Industrial (ICS/SCADA);Disponibilidad, Integridad, Confidencialidad;Empleado con privilegios (interno, intencionado);Ataques contra la disponibilidad;Disponibilidad;macOS 15;Nube privada;Más de 2;Sí, completa;Sí, obligatoria;Sí;Sí, de forma continua;Sí;Sí;Sí, EDR;Sí;Con frecuencia;Todos los accesos;Sí, obligatoria;Azure AD / Okta / LDAP;Sí;Diarias;Ransomware
RumaGes_RUM174;Rumanía;Sí;Gestión de residuos;Menos de 50;No;Sistemas de Control Indrustrial (ICS/SCADA), Redes de comunicaciones;Disponibilidad, Integridad, Confidencialidad;Factor meteorológico adverso (externo, accidental);Ataques contra la disponibilidad;Disponibilidad;Debian 12;Híbrido;1;Sí, completa;Opcional;No;Sí, de forma continua;Sí;Sí;No;Sí;Con frecuencia;Solo sistemas críticos;Sí, obligatoria;Ninguna;Sí;Diarias;Ransomware
MecaSol_EST175;Estonia;No;Industria / Manufactura;Más de 1000;No;Infraestructura TIC (Hardware), Sistemas de Control Industrial (ICS/SCADA);Disponibilidad, Confidencialidad, Integridad;Empleado con privilegios (interno, intencionado);Ataques contra la disponibilidad;Disponibilidad;macOS 15;Nube pública (AWS, Azure, GCP);1;Sí, completa;Opcional;No;Sí, parcialmente;Sí;Sí;Solo antivirus básico;No;Más de un mes;Solo sistemas críticos;Sí, obligatoria;Solución propia;Sí;No aplican;Ransomware
AusCare_AUS176;Austria;Sí;Salud;Menos de 50;Sí;Sistemas de Control Industrial (ICS/SCADA), Infraestructura TIC (Hardware), Servicios en la nube;Disponibilidad, Confidencialidad, Integridad;Factor meteorológico adverso (externo, accidental);Ataques contra la disponibilidad;Disponibilidad;Fedora 42;Nube pública (AWS, Azure, GCP);1;Parcial;Sí, obligatoria;Sí;Sí, de forma continua;Sí;Sí;Sí, EDR;Sí;Con frecuencia;Todos los accesos;Sí, obligatoria;Azure AD / Okta / LDAP;Sí;Diarias;Ransomware
BusinessSol_LUX177;Luxemburgo;Sí;Servicios empresariales;50 - 1000;No;Aplicaciones informáticas (Software), Redes de comunicaciones, Infraestructura TIC (Hardware);Disponibilidad, Confidencialidad, Integridad;Factor meteorológico adverso (externo, accidental);Ataques contra la disponibilidad;Disponibilidad;Windows 11;Local (On-premise);1;Parcial;Opcional;No;No;No;Sí;Solo antivirus básico;No;No se revisa si existen nuevas actualizaciones;Solo sistemas críticos;Sí, obligatoria;Ninguna;Sí;Diarias;Ransomware
CorreoSol_REP178;República Checa;No;Servicios postales / Mensajería;50 - 1000;Sí;Aplicaciones informáticas (Software), Infraestructura TIC (Hardware), Sistemas de Control Industrial (ICS/SCADA);Disponibilidad, Confidencialidad, Integridad;Factor meteorológico adverso (externo, accidental);Ataques contra la disponibilidad;Disponibilidad;macOS 15;Nube pública (AWS, Azure, GCP);1;Sí, completa;Opcional;Sí;Sí, de forma continua;Sí;Sí;Sí, EDR;No;Mensualmente;Todos los accesos;Sí, obligatoria;Ninguna;Sí;Semanales;Ransomware
BulgaCare_BUL179;Bulgaria;Sí;Salud;50 - 1000;Sí;Sistemas de Control Industrial (ICS/SCADA), Redes de comunicaciones, Servicios en la nube;Disponibilidad, Confidencialidad, Integridad;Empleado con privilegios (interno, accidental);Ataques contra la disponibilidad;Disponibilidad;Ubuntu 25;Nube privada;2;Sí, completa;Sí, obligatoria;Sí;Sí, de forma continua;Sí;Sí;Sí, EDR;Sí;Con frecuencia;Todos los accesos;Sí, obligatoria;Azure AD / Okta / LDAP;Sí;Diarias;Ransomware
AguaResiSol_LET180;Letonia;No;Aguas residuales;Menos de 50;Sí;Servicios en la nube, Redes de comunicaciones, Sistemas de Control Industrial (ICS/SCADA);Disponibilidad, Integridad, Confidencialidad;Factor meteorológico adverso (externo, accidental);Ataques contra la disponibilidad;Disponibilidad;macOS 14;Híbrido;1;Sí, completa;Opcional;Sí;Sí, parcialmente;Sí;Sí;Sí, EDR;Sí;Con frecuencia;Solo sistemas críticos;Sí, obligatoria;Azure AD / Okta / LDAP;Sí;Diarias;Ransomware
FInlandBank_FIN181;Finlandia;Sí;Banca / Finanzas;50 - 1000;Sí;Datos / Información sensible, Servicios en la nube, Datos personales;Confidencialidad, Integridad, Disponibilidad;Empleado con privilegios (interno, intencionado);Ataques contra la confidencialidad;Confidencialidad;Debian 12;Local (On-premise);Más de 2;Sí, completa;Sí, obligatoria;Sí;Sí, de forma continua;Sí;Sí;Sí, EDR;Sí;Con frecuencia;Todos los accesos;Sí, obligatoria;Azure AD / Okta / LDAP;Sí;Diarias;Ransomware
TecnoArmySol_RUM182;Rumanía;Sí;Salud;Más de 1000;Sí;Aplicaciones informáticas (Software), Infraestructura TIC (Hardware), Servicios en la nube;Disponibilidad, Confidencialidad, Integridad;Factor meteorológico adverso (externo, accidental);Ataques contra la disponibilidad;Disponibilidad;macOS 15;Nube privada;2;No;No;Sí;Sí, parcialmente;Sí;Sí;Sí, EDR;Sí;Con frecuencia;Solo sistemas críticos;Sí, obligatoria;Solución propia;Sí;Diarias;Ransomware
MolinoSol_RUM183;Rumanía;Sí;Energía;50 - 1000;Sí;Infraestructura TIC (Hardware), Redes de comunicaciones;Disponibilidad, Confidencialidad, Integridad;Factor meteorológico adverso (externo, accidental);Ataques contra la disponibilidad;Disponibilidad;Fedora 42;Nube privada;2;Sí, completa;Sí, obligatoria;Sí;Sí, de forma continua;Sí;Sí;Sí, EDR;Sí;Con frecuencia;Todos los accesos;Sí, obligatoria;Azure AD / Okta / LDAP;Sí;Diarias;Ransomware
AcademSol_PBJ184;Países Bajos;Sí;Educación;Menos de 50;No;Servicios en la nube, Sistemas de Control Industrial (ICS/SCADA);Disponibilidad, Confidencialidad, Integridad;Cibercriminal (externo, intencionado);Ataques contra la disponibilidad;Disponibilidad;Windows 10;Nube privada;1;Parcial;Opcional;No;Sí, parcialmente;No;No;Sí, EDR;No;No se revisa si existen nuevas actualizaciones;Todos los accesos;Sí, obligatoria;Ninguna;Sí;Semanales;Ransomware
GesSolServi_ITA185;Italia;No;Gestión de servicios;50 - 1000;No;Servicios en la nube, Datos / Información sensible, Infraestructura TIC (Hardware);Confidencialidad, Disponibilidad, Integridad;Empleado con privilegios (interno, accidental);Ataques contra la confidencialidad;Confidencialidad;macOS 13;Híbrido;1;No;Opcional;Sí;No;Sí;Sí;Sí, EDR;No;No se revisa si existen nuevas actualizaciones;No;Sí, obligatoria;Azure AD / Okta / LDAP;No;No aplican;Ransomware
IndustryGes_FIN186;Finlandia;No;Industria / Manufactura;Más de 1000;No;Sistemas de Control Industrial (ICS/SCADA), Redes de comunicaciones, Infraestructura TIC (Hardware);Disponibilidad, Confidencialidad, Integridad;Empleado con privilegios (interno, accidental);Ataques contra la disponibilidad;Disponibilidad;Windows 11;Nube privada;1;Sí, completa;Sí, obligatoria;No;Sí, de forma continua;No;No;Solo antivirus básico;Sí;Con frecuencia;Solo sistemas críticos;Sí, obligatoria;Ninguna;Sí;Semanales;Ransomware
QuimiSol_LUX187;Luxemburgo;No;Industria química;Más de 1000;Sí;Servicios en la nube, Redes de comunicaciones, Infraestructura TIC (Hardware);Disponibilidad, Integridad, Confidencialidad;Factor meteorológico adverso (externo, accidental);Ataques contra la disponibilidad;Disponibilidad;Windows 11;Nube privada;1;No;Sí, obligatoria;Sí;Sí, parcialmente;Sí;Sí;Solo antivirus básico;Sí;Con frecuencia;Todos los accesos;Sí, obligatoria;Azure AD / Okta / LDAP;Sí;Diarias;Ransomware
SaludFranceCare_FRA188;Francia;Sí;Salud;Menos de 50;Sí;Aplicaciones informáticas (Software), Redes de comunicaciones, Infraestructura TIC (Hardware);Disponibilidad, Confidencialidad, Integridad;Empleado con privilegios (interno, accidental);Ataques contra la disponibilidad;Disponibilidad;Windows 11;Nube privada;2;Parcial;Sí, obligatoria;Sí;Sí, de forma continua;Sí;Sí;Sí, EDR;Sí;Con frecuencia;Todos los accesos;Sí, obligatoria;Azure AD / Okta / LDAP;Sí;Diarias;Ransomware
EducaGes_DIN189;Dinamarca;No;Educación;50 - 1000;No;Redes de comunicaciones, Aplicaciones informáticas (Software);Disponibilidad, Confidencialidad, Integridad;Empleado con privilegios (interno, intencionado);Ataques contra la disponibilidad;Disponibilidad;macOS 14;Híbrido;1;Parcial;Opcional;Sí;Sí, de forma continua;Sí;No;Solo antivirus básico;Sí;Con frecuencia;Todos los accesos;Sí, obligatoria;Solución propia;Sí;Semanales;Ransomware
Gescare_LET190;Letonia;Sí;Salud;Menos de 50;Sí;Datos personales, Datos / Información sensible;Confidencialidad, Disponibilidad, Integridad;Empleado con privilegios (interno, accidental);Ataques contra la confidencialidad;Confidencialidad;macOS 15;Nube pública (AWS, Azure, GCP);2;Sí, completa;Sí, obligatoria;Sí;Sí, de forma continua;Sí;Sí;Sí, EDR;Sí;Con frecuencia;Todos los accesos;Sí, obligatoria;Azure AD / Okta / LDAP;Sí;Diarias;Ransomware
AcaGes_LUX191;Luxemburgo;No;Educación;50 - 1000;No;Datos personales, Datos / Información sensible;Confidencialidad, Integridad, Disponibilidad;Cibercriminal (externo, intencionado);Ataques contra la confidencialidad;Confidencialidad;Ubuntu 25;Local (On-premise);1;Parcial;Opcional;No;Sí, parcialmente;Sí;No;Solo antivirus básico;No;No se revisa si existen nuevas actualizaciones;No;Sí, obligatoria;Solución propia;No;No aplican;Ransomware
ServiGes_POL192;Polonia;Sí;Servicios postales / Mensajería;50 - 1000;Sí;Sistemas de Control Industrial (ICS/SCADA), Aplicaciones informáticas (Software);Disponibilidad, Integridad, Confidencialidad;Factor meteorológico adverso (externo, accidental);Ataques contra la disponibilidad;Disponibilidad;Ubuntu 25;Híbrido;Más de 2;Sí, completa;Opcional;Sí;Sí, parcialmente;Sí;Sí;No;Sí;Semanales;Solo sistemas críticos;Sí, obligatoria;Solución propia;Sí;Semanales;Ransomware
TransporteGes_CHI193;Chipre;Sí;Transporte;Menos de 50;Sí;Infraestructura TIC (Hardware), Sistemas de Control Industrial (ICS/SCADA);Disponibilidad, Integridad, Confidencialidad;Factor meteorológico adverso (externo, accidental);Ataques contra la disponibilidad;Disponibilidad;macOS 15;Local (On-premise);2;No;Sí, obligatoria;Sí;Sí, de forma continua;Sí;Sí;Sí, EDR;Sí;Con frecuencia;Todos los accesos;Sí, obligatoria;Azure AD / Okta / LDAP;Sí;Diarias;Ransomware
EduPubliGes_LIT194;Lituania;Sí;Administración pública;Menos de 50;Sí;Datos / Información sensible, Redes de comunicaciones, Aplicaciones informáticas (Software);Confidencialidad, Integridad, Disponibilidad;Cibercriminal (externo, intencionado);Ataques contra la confidencialidad;Confidencialidad;Debian 12;Híbrido;1;Sí, completa;Sí, obligatoria;Sí;Sí, de forma continua;Sí;Sí;Sí, EDR;Sí;Con frecuencia;Todos los accesos;Sí, obligatoria;Azure AD / Okta / LDAP;Sí;Diarias;Ransomware
AguaGes_ESL195;Eslovenia;Sí;Agua potable;50 - 1000;Sí;Sistemas de Control Industrial (ICS/SCADA), Aplicaciones informáticas (Software);Disponibilidad, Integridad, Confidencialidad;Cibercriminal (externo, intencionado);Ataques contra la disponibilidad;Disponibilidad;macOS 15;Local (On-premise);2;Parcial;Sí, obligatoria;Sí;Sí, de forma continua;Sí;Sí;Sí, EDR;Sí;Con frecuencia;Todos los accesos;Sí, obligatoria;Azure AD / Okta / LDAP;Sí;Diarias;Ransomware
WaterGes_BUL196;Bulgaria;No;Aguas residuales;Menos de 50;Sí;Infraestructura TIC (Hardware), Aplicaciones informáticas (Software);Disponibilidad, Confidencialidad, Integridad;Empleado con privilegios (interno, accidental);Ataques contra la disponibilidad;Disponibilidad;macOS 13;Híbrido;2;Parcial;Sí, obligatoria;Sí;Sí, de forma continua;Sí;No;Solo antivirus básico;No;Más de un mes;Solo sistemas críticos;Sí, obligatoria;Solución propia;Sí;Semanales;Ransomware
IBancaSoluciones_MAL197;Malta;Sí;Banca / Finanzas;50 - 1000;Sí;Infraestructura TIC (Hardware), Redes de comunicaciones;Disponibilidad, Confidencialidad, Integridad;Factor meteorológico adverso (externo, accidental);Ataques contra la disponibilidad;Disponibilidad;Ubuntu 25;Nube pública (AWS, Azure, GCP);1;Parcial;Sí, obligatoria;Sí;Sí, de forma continua;Sí;Sí;Sí, EDR;Sí;Con frecuencia;Todos los accesos;Sí, obligatoria;Azure AD / Okta / LDAP;Sí;Diarias;Ransomware
EComerceSol_ITA198;Italia;No;Comercio minorista;50 - 1000;No;Aplicaciones informáticas (Software), Servicios en la nube;Disponibilidad, Confidencialidad, Integridad;Cibercriminal (externo, intencionado);Ataques contra la disponibilidad;Disponibilidad;Fedora 42;Local (On-premise);1;Parcial;No;Sí;No;Sí;Sí;Sí, EDR;No;No se revisa si existen nuevas actualizaciones;No;Sí, obligatoria;Azure AD / Okta / LDAP;Sí;Semanales;Ransomware
ArmyGes_IRL199;Irlanda;Sí;Defensa;Más de 1000;Sí;Sistemas de Control Industrial (ICS/SCADA), Servicios en la nube;Disponibilidad, Confidencialidad, Integridad;Factor meteorológico adverso (externo, accidental);Ataques contra la disponibilidad;Disponibilidad;Debian 12;Híbrido;1;No;No;Sí;Sí, de forma continua;Sí;Sí;Solo antivirus básico;Sí;Con frecuencia;Solo sistemas críticos;Sí, obligatoria;Solución propia;No;Semanales;Ransomware
EduGes_CHI200;Chipre;No;Educación;Más de 1000;No;Datos / Información sensible, Aplicaciones informáticas (Software);Confidencialidad, Integridad, Disponibilidad;Empleado con privilegios (interno, intencionado);Ataques contra la confidencialidad;Confidencialidad;Windows 8;Híbrido;2;Parcial;Opcional;Sí;Sí, parcialmente;Sí;Sí;No;No;Mensualmente;Todos los accesos;Sí, obligatoria;Ninguna;No;Semanales;Brecha de datos
AdminSoluciones_HUN201;Hungría;Sí;Administración pública;50 - 1000;Sí;Datos / Información sensible, Aplicaciones informáticas (Software), Servicios en la nube;Confidencialidad, Integridad, Disponibilidad;Cibercriminal (externo, intencionado);Ataques contra la confidencialidad;Confidencialidad;Windows 11;Híbrido;2;Sí, completa;Sí, obligatoria;Sí;Sí, de forma continua;Sí;Sí;Sí, EDR;Sí;Con frecuencia;Todos los accesos;Sí, obligatoria;Azure AD / Okta / LDAP;Sí;Diarias;Fraude
BankGes_FIN202;Finlandia;Sí;Banca / Finanzas;50 - 1000;Sí;Datos / Información sensible, Servicios en la nube, Datos personales;Confidencialidad, Integridad, Disponibilidad;Empleado con privilegios (interno, intencionado);Ataques contra la confidencialidad;Confidencialidad;Debian 12;Local (On-premise);Más de 2;Sí, completa;Sí, obligatoria;Sí;Sí, de forma continua;Sí;Sí;Sí, EDR;Sí;Con frecuencia;Todos los accesos;Sí, obligatoria;Azure AD / Okta / LDAP;Sí;Diarias;Brecha de datos
EducaciónSoluciones_POR203;Portugal;Sí;Educación;Más de 1000;No;Datos / Información sensible, Datos personales;Confidencialidad, Disponibilidad, Integridad;Cibercriminal (externo, intencionado);Ataques contra la confidencialidad;Confidencialidad;Windows 11;Nube pública (AWS, Azure, GCP);1;No;No;Sí;Sí, parcialmente;Sí;Sí;Sí, EDR;Sí;Con frecuencia;No;Sí, obligatoria;Azure AD / Okta / LDAP;No;No aplican;Fraude
GestiónSoluciones_ITA204;Italia;No;Gestión de servicios;50 - 1000;No;Servicios en la nube, Datos / Información sensible, Infraestructura TIC (Hardware);Confidencialidad, Disponibilidad, Integridad;Empleado con privilegios (interno, accidental);Ataques contra la confidencialidad;Confidencialidad;macOS 13;Híbrido;1;No;Opcional;Sí;No;Sí;Sí;Sí, EDR;No;No se revisa si existen nuevas actualizaciones;No;Sí, obligatoria;Azure AD / Okta / LDAP;No;No aplican;Brecha de datos
SaludSoluciones_LET205;Letonia;Sí;Salud;Menos de 50;Sí;Datos personales, Datos / Información sensible;Confidencialidad, Disponibilidad, Integridad;Empleado con privilegios (interno, accidental);Ataques contra la confidencialidad;Confidencialidad;macOS 15;Nube pública (AWS, Azure, GCP);2;Sí, completa;Sí, obligatoria;Sí;Sí, de forma continua;Sí;Sí;Sí, EDR;Sí;Con frecuencia;Todos los accesos;Sí, obligatoria;Azure AD / Okta / LDAP;Sí;Diarias;Brecha de datos
ServiciosSoluciones_LUX206;Luxemburgo;No;Servicios empresariales;50 - 1000;No;Datos personales, Datos / Información sensible;Confidencialidad, Integridad, Disponibilidad;Cibercriminal (externo, intencionado);Ataques contra la confidencialidad;Confidencialidad;Ubuntu 25;Local (On-premise);1;Parcial;Opcional;No;Sí, parcialmente;Sí;No;Solo antivirus básico;No;No se revisa si existen nuevas actualizaciones;No;Sí, obligatoria;Solución propia;No;No aplican;Brecha de datos
AdministraciónSoluciones_LIT207;Lituania;Sí;Administración pública;Menos de 50;Sí;Datos / Información sensible, Redes de comunicaciones, Aplicaciones informáticas (Software);Confidencialidad, Integridad, Disponibilidad;Cibercriminal (externo, intencionado);Ataques contra la confidencialidad;Confidencialidad;Debian 12;Híbrido;1;Sí, completa;Sí, obligatoria;Sí;Sí, de forma continua;Sí;Sí;Sí, EDR;Sí;Con frecuencia;Todos los accesos;Sí, obligatoria;Azure AD / Okta / LDAP;Sí;Diarias;Brecha de datos
EducaciónSoluciones_CHI208;Chipre;No;Educación;Más de 1000;No;Datos / Información sensible, Aplicaciones informáticas (Software);Confidencialidad, Integridad, Disponibilidad;Empleado con privilegios (interno, intencionado);Ataques contra la confidencialidad;Confidencialidad;Windows 8;Híbrido;2;Parcial;Opcional;Sí;Sí, parcialmente;Sí;Sí;No;No;Mensualmente;Todos los accesos;Sí, obligatoria;Ninguna;No;Semanales;Brecha de datos
DefensaSoluciones_BÉL209;Bélgica;Sí;Defensa;Más de 1000;Sí;Datos personales, Datos / Información sensible, Sistemas de Control Industrial (ICS/SCADA);Confidencialidad, Integridad, Disponibilidad;Cibercriminal (externo, intencionado);Ataques contra la confidencialidad;Confidencialidad;macOS 15;Nube pública (AWS, Azure, GCP);2;Sí, completa;No;Sí;Sí, parcialmente;Sí;Sí;Sí, EDR;Sí;Mensualmente;Todos los accesos;Sí, obligatoria;Solución propia;No;Diarias;Brecha de datos
EducaciónSoluciones_AUS210;Austria;No;Educación;Más de 1000;No;Datos / Información sensible, Redes de comunicaciones, Datos personales;Confidencialidad, Integridad, Disponibilidad;Cibercriminal (externo, intencionado);Ataques contra la confidencialidad;Confidencialidad;Debian 12;Local (On-premise);1;No;Opcional;Sí;Sí, de forma continua;Sí;Sí;Solo antivirus básico;Sí;Con frecuencia;Solo sistemas críticos;Sí, obligatoria;Solución propia;No;Semanales;Brecha de datos
AdministraciónSol_GRE211;Grecia;Sí;Administración pública;Menos de 50;Sí;Datos personales;Confidencialidad, Integridad, Disponibilidad;Cibercriminal (externo, intencionado);Ataques contra la confidencialidad;Confidencialidad;Windows 10;Híbrido;Más de 2;Sí, completa;Sí, obligatoria;Sí;Sí, de forma continua;Sí;Sí;Sí, EDR;Sí;Con frecuencia;Todos los accesos;Sí, obligatoria;Azure AD / Okta / LDAP;No;Semanales;Brecha de datos
GesCareSoluciones_BUL212;Bulgaria;No;Salud;50 - 1000;Sí;Datos personales, Sistemas de Control Industrial (ICS/SCADA), Datos / Información sensible;Confidencialidad, Disponibilidad, Integridad;Empleado con privilegios (interno, intencionado);Ataques contra la confidencialidad;Confidencialidad;Fedora 38;Híbrido;1;Sí, completa;Sí, obligatoria;No;Sí, de forma continua;No;Sí;Solo antivirus básico;No;No se revisa si existen nuevas actualizaciones;Solo sistemas críticos;Sí, obligatoria;Azure AD / Okta / LDAP;Sí;Diarias;Brecha de datos
BancaSol_LIT213;Lituania;Sí;Banca / Finanzas;50 - 1000;Sí;Datos / Información sensible, Infraestructura TIC (Hardware), Aplicaciones informáticas (Software), Datos personales;Confidencialidad, Integridad, Disponibilidad;Empleado con privilegios (interno, intencionado);Ataques contra la confidencialidad;Confidencialidad;Windows 11;Nube pública (AWS, Azure, GCP);1;Sí, completa;Sí, obligatoria;Sí;Sí, de forma continua;Sí;Sí;Sí, EDR;Sí;Con frecuencia;Todos los accesos;Sí, obligatoria;Azure AD / Okta / LDAP;Sí;No aplican;Brecha de datos
HealthySol_BÉL214;Bélgica;Sí;Salud;Menos de 50;Sí;Datos personales;Confidencialidad, Disponibilidad, Integridad;Empleado con privilegios (interno, accidental);Ataques contra la confidencialidad;Confidencialidad;macOS 14;Híbrido;1;Sí, completa;Sí, obligatoria;Sí;Sí, de forma continua;Sí;Sí;Sí, EDR;Sí;Con frecuencia;Todos los accesos;Sí, obligatoria;Azure AD / Okta / LDAP;No;Diarias;Brecha de datos
ServiGestiones_POL215;Polonia;No;Servicios empresariales;50 - 1000;No;Datos personales, Datos / Información sensible;Confidencialidad, Disponibilidad, Integridad;Empleado con privilegios (interno, intencionado);Ataques contra la confidencialidad;Confidencialidad;Windows 10;Local (On-premise);1;Sí, completa;Sí, obligatoria;Sí;Sí, de forma continua;Sí;Sí;Solo antivirus básico;No;No se revisa si existen nuevas actualizaciones;No;Sí, obligatoria;Solución propia;No;Semanales;Brecha de datos
MinisterioSol_ALE216;Alemania;Sí;Administración pública;Menos de 50;Sí;Datos / Información sensible, Aplicaciones informáticas (Software);Confidencialidad, Disponibilidad, Integridad;Cibercriminal (externo, intencionado);Ataques contra la confidencialidad;Confidencialidad;macOS 15;Local (On-premise);2;Sí, completa;Sí, obligatoria;Sí;Sí, de forma continua;Sí;Sí;Sí, EDR;Sí;Con frecuencia;Todos los accesos;Sí, obligatoria;Azure AD / Okta / LDAP;Sí;Diarias;Brecha de datos
FInlandBank_FIN217;Finlandia;Sí;Banca / Finanzas;50 - 1000;Sí;Datos / Información sensible, Servicios en la nube, Datos personales;Confidencialidad, Integridad, Disponibilidad;Empleado con privilegios (interno, intencionado);Ataques contra la confidencialidad;Confidencialidad;Debian 12;Local (On-premise);Más de 2;Sí, completa;Sí, obligatoria;Sí;Sí, de forma continua;Sí;Sí;Sí, EDR;Sí;Con frecuencia;Todos los accesos;Sí, obligatoria;Azure AD / Okta / LDAP;Sí;Diarias;Brecha de datos
EducaServi_ITA218;Italia;No;Educación;50 - 1000;No;Servicios en la nube, Datos / Información sensible, Infraestructura TIC (Hardware);Confidencialidad, Disponibilidad, Integridad;Empleado con privilegios (interno, accidental);Ataques contra la confidencialidad;Confidencialidad;macOS 13;Híbrido;1;No;Opcional;Sí;No;Sí;Sí;Sí, EDR;No;No se revisa si existen nuevas actualizaciones;No;Sí, obligatoria;Azure AD / Okta / LDAP;No;No aplican;Brecha de datos
Gescare_LET219;Letonia;Sí;Salud;Menos de 50;Sí;Datos personales, Datos / Información sensible;Confidencialidad, Disponibilidad, Integridad;Empleado con privilegios (interno, accidental);Ataques contra la confidencialidad;Confidencialidad;macOS 15;Nube pública (AWS, Azure, GCP);2;Sí, completa;Sí, obligatoria;Sí;Sí, de forma continua;Sí;Sí;Sí, EDR;Sí;Con frecuencia;Todos los accesos;Sí, obligatoria;Azure AD / Okta / LDAP;Sí;Diarias;Brecha de datos
AcaGes_LUX220;Luxemburgo;No;Educación;50 - 1000;No;Datos personales, Datos / Información sensible;Confidencialidad, Integridad, Disponibilidad;Cibercriminal (externo, intencionado);Ataques contra la confidencialidad;Confidencialidad;Ubuntu 25;Local (On-premise);1;Parcial;Opcional;No;Sí, parcialmente;Sí;No;Solo antivirus básico;No;No se revisa si existen nuevas actualizaciones;No;Sí, obligatoria;Solución propia;No;No aplican;Brecha de datos
EnerGesti_CRO221;Croacia;Sí;Energía;Más de 1000;Sí;Datos / Información sensible, Redes de comunicaciones, Aplicaciones informáticas (Software);Confidencialidad, Integridad, Disponibilidad;Cibercriminal (externo, intencionado);Ataques contra la confidencialidad;Confidencialidad;Debian 12;Híbrido;1;Sí, completa;Sí, obligatoria;Sí;Sí, de forma continua;Sí;Sí;Sí, EDR;Sí;Con frecuencia;Todos los accesos;Sí, obligatoria;Azure AD / Okta / LDAP;Sí;Diarias;Brecha de datos
